Date,DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
05/08/2024,20210508,2021-05-08,7,Saturday,8,128,19,May,5,2,2021,1,4,2021,2
05/09/2024,20210509,2021-05-09,1,Sunday,9,129,20,May,5,2,2021,1,4,2021,2
05/10/2024,20210510,2021-05-10,2,Monday,10,130,20,May,5,2,2021,1,4,2021,2
05/11/2024,20210511,2021-05-11,3,Tuesday,11,131,20,May,5,2,2021,1,4,2021,2
05/12/2024,20210512,2021-05-12,4,Wednesday,12,132,20,May,5,2,2021,1,4,2021,2
05/13/2024,20210513,2021-05-13,5,Thursday,13,133,20,May,5,2,2021,1,4,2021,2
05/14/2024,20210514,2021-05-14,6,Friday,14,134,20,May,5,2,2021,1,4,2021,2
05/15/2024,20210515,2021-05-15,7,Saturday,15,135,20,May,5,2,2021,1,4,2021,2
05/16/2024,20210516,2021-05-16,1,Sunday,16,136,21,May,5,2,2021,1,4,2021,2
05/17/2024,20210517,2021-05-17,2,Monday,17,137,21,May,5,2,2021,1,4,2021,2
05/18/2024,20210518,2021-05-18,3,Tuesday,18,138,21,May,5,2,2021,1,4,2021,2
05/19/2024,20210519,2021-05-19,4,Wednesday,19,139,21,May,5,2,2021,1,4,2021,2
05/20/2024,20210520,2021-05-20,5,Thursday,20,140,21,May,5,2,2021,1,4,2021,2
05/21/2024,20210521,2021-05-21,6,Friday,21,141,21,May,5,2,2021,1,4,2021,2
05/22/2024,20210522,2021-05-22,7,Saturday,22,142,21,May,5,2,2021,1,4,2021,2
05/23/2024,20210523,2021-05-23,1,Sunday,23,143,22,May,5,2,2021,1,4,2021,2
05/24/2024,20210524,2021-05-24,2,Monday,24,144,22,May,5,2,2021,1,4,2021,2
05/25/2024,20210525,2021-05-25,3,Tuesday,25,145,22,May,5,2,2021,1,4,2021,2
05/26/2024,20210526,2021-05-26,4,Wednesday,26,146,22,May,5,2,2021,1,4,2021,2
05/27/2024,20210527,2021-05-27,5,Thursday,27,147,22,May,5,2,2021,1,4,2021,2
05/28/2024,20210528,2021-05-28,6,Friday,28,148,22,May,5,2,2021,1,4,2021,2
05/29/2024,20210529,2021-05-29,7,Saturday,29,149,22,May,5,2,2021,1,4,2021,2
05/30/2024,20210530,2021-05-30,1,Sunday,30,150,23,May,5,2,2021,1,4,2021,2
05/31/2024,20210531,2021-05-31,2,Monday,31,151,23,May,5,2,2021,1,4,2021,2
06/01/2024,20210601,2021-06-01,3,Tuesday,1,152,23,June,6,2,2021,1,4,2021,2
06/02/2024,20210602,2021-06-02,4,Wednesday,2,153,23,June,6,2,2021,1,4,2021,2
06/03/2024,20210603,2021-06-03,5,Thursday,3,154,23,June,6,2,2021,1,4,2021,2
06/04/2024,20210604,2021-06-04,6,Friday,4,155,23,June,6,2,2021,1,4,2021,2
06/05/2024,20210605,2021-06-05,7,Saturday,5,156,23,June,6,2,2021,1,4,2021,2
06/06/2024,20210606,2021-06-06,1,Sunday,6,157,24,June,6,2,2021,1,4,2021,2
06/07/2024,20210607,2021-06-07,2,Monday,7,158,24,June,6,2,2021,1,4,2021,2
06/08/2024,20210608,2021-06-08,3,Tuesday,8,159,24,June,6,2,2021,1,4,2021,2
06/09/2024,20210609,2021-06-09,4,Wednesday,9,160,24,June,6,2,2021,1,4,2021,2
06/10/2024,20210610,2021-06-10,5,Thursday,10,161,24,June,6,2,2021,1,4,2021,2
06/11/2024,20210611,2021-06-11,6,Friday,11,162,24,June,6,2,2021,1,4,2021,2
06/12/2024,20210612,2021-06-12,7,Saturday,12,163,24,June,6,2,2021,1,4,2021,2
06/13/2024,20210613,2021-06-13,1,Sunday,13,164,25,June,6,2,2021,1,4,2021,2
06/14/2024,20210614,2021-06-14,2,Monday,14,165,25,June,6,2,2021,1,4,2021,2
06/15/2024,20210615,2021-06-15,3,Tuesday,15,166,25,June,6,2,2021,1,4,2021,2
06/16/2024,20210616,2021-06-16,4,Wednesday,16,167,25,June,6,2,2021,1,4,2021,2
06/17/2024,20210617,2021-06-17,5,Thursday,17,168,25,June,6,2,2021,1,4,2021,2
06/18/2024,20210618,2021-06-18,6,Friday,18,169,25,June,6,2,2021,1,4,2021,2
06/19/2024,20210619,2021-06-19,7,Saturday,19,170,25,June,6,2,2021,1,4,2021,2
06/20/2024,20210620,2021-06-20,1,Sunday,20,171,26,June,6,2,2021,1,4,2021,2
06/21/2024,20210621,2021-06-21,2,Monday,21,172,26,June,6,2,2021,1,4,2021,2
06/22/2024,20210622,2021-06-22,3,Tuesday,22,173,26,June,6,2,2021,1,4,2021,2
06/23/2024,20210623,2021-06-23,4,Wednesday,23,174,26,June,6,2,2021,1,4,2021,2
06/24/2024,20210624,2021-06-24,5,Thursday,24,175,26,June,6,2,2021,1,4,2021,2
06/25/2024,20210625,2021-06-25,6,Friday,25,176,26,June,6,2,2021,1,4,2021,2
06/26/2024,20210626,2021-06-26,7,Saturday,26,177,26,June,6,2,2021,1,4,2021,2
06/27/2024,20210627,2021-06-27,1,Sunday,27,178,27,June,6,2,2021,1,4,2021,2
06/28/2024,20210628,2021-06-28,2,Monday,28,179,27,June,6,2,2021,1,4,2021,2
06/29/2024,20210629,2021-06-29,3,Tuesday,29,180,27,June,6,2,2021,1,4,2021,2
06/30/2024,20210630,2021-06-30,4,Wednesday,30,181,27,June,6,2,2021,1,4,2021,2
